Month,Day,Imsaak,Fajr,Sunrise,Zohr,Sunset,Maghrib,Tomorrow_Fajr
2,2,6:00:00,6:10:00,7:37:00,12:20:00,16:51:00,17:06:00,6:10:00
2,3,6:00:00,6:10:00,7:36:00,12:21:00,16:53:00,17:08:00,6:07:00
2,4,5:57:00,6:07:00,7:34:00,12:21:00,16:54:00,17:09:00,6:06:00
2,5,5:56:00,6:06:00,7:32:00,12:21:00,16:56:00,17:11:00,6:05:00
2,6,5:55:00,6:05:00,7:31:00,12:21:00,16:58:00,17:13:00,6:04:00
2,7,5:54:00,6:04:00,7:29:00,12:21:00,17:00:00,17:15:00,6:01:00
2,8,5:51:00,6:01:00,7:27:00,12:21:00,17:02:00,17:17:00,6:01:00
2,9,5:51:00,6:01:00,7:26:00,12:21:00,17:04:00,17:19:00,5:59:00
2,10,5:49:00,5:59:00,7:24:00,12:21:00,17:05:00,17:20:00,5:57:00
2,11,5:47:00,5:57:00,7:22:00,12:21:00,17:07:00,17:22:00,5:56:00
2,12,5:46:00,5:56:00,7:20:00,12:21:00,17:09:00,17:24:00,5:54:00
2,13,5:44:00,5:54:00,7:18:00,12:21:00,17:11:00,17:26:00,5:53:00
2,14,5:43:00,5:53:00,7:16:00,12:21:00,17:13:00,17:28:00,5:52:00
2,15,5:42:00,5:52:00,7:15:00,12:21:00,17:15:00,17:30:00,5:51:00
2,16,5:41:00,5:51:00,7:13:00,12:21:00,17:16:00,17:31:00,5:49:00
2,17,5:39:00,5:49:00,7:11:00,12:21:00,17:18:00,17:33:00,5:47:00
2,18,5:37:00,5:47:00,7:09:00,12:21:00,17:20:00,17:35:00,5:46:00
2,19,5:36:00,5:46:00,7:07:00,12:21:00,17:22:00,17:37:00,5:44:00
2,20,5:34:00,5:44:00,7:05:00,12:21:00,17:24:00,17:39:00,5:42:00
2,21,5:32:00,5:42:00,7:03:00,12:20:00,17:26:00,17:41:00,5:41:00
2,22,5:31:00,5:41:00,7:01:00,12:20:00,17:27:00,17:42:00,5:39:00
2,23,5:29:00,5:39:00,6:59:00,12:20:00,17:29:00,17:44:00,5:37:00
2,24,5:27:00,5:37:00,6:57:00,12:20:00,17:31:00,17:46:00,5:34:00
2,25,5:24:00,5:34:00,6:54:00,12:20:00,17:33:00,17:48:00,5:32:00
2,26,5:22:00,5:32:00,6:52:00,12:20:00,17:35:00,17:50:00,5:30:00
2,27,5:20:00,5:30:00,6:50:00,12:20:00,17:36:00,17:51:00,5:27:00
2,28,5:17:00,5:27:00,6:48:00,12:19:00,17:38:00,17:53:00,5:26:00
2,29,5:16:00,5:26:00,6:46:00,12:19:00,17:40:00,17:55:00,5:25:00
3,1,5:15:00,5:25:00,6:44:00,12:19:00,17:42:00,17:57:00,5:23:00
3,2,5:13:00,5:23:00,6:42:00,12:19:00,17:43:00,17:58:00,5:20:00
3,3,5:10:00,5:20:00,6:39:00,12:19:00,17:45:00,18:00:00,5:17:00
3,4,5:07:00,5:17:00,6:37:00,12:18:00,17:47:00,18:02:00,5:14:00
3,5,5:04:00,5:14:00,6:35:00,12:18:00,17:49:00,18:04:00,5:13:00
3,6,5:03:00,5:13:00,6:33:00,12:18:00,17:51:00,18:06:00,5:10:00
3,7,5:00:00,5:10:00,6:31:00,12:18:00,17:52:00,18:07:00,5:06:00
3,8,4:56:00,5:06:00,6:28:00,12:17:00,17:54:00,18:09:00,5:04:00
3,9,4:54:00,5:04:00,6:26:00,12:17:00,17:56:00,18:11:00,5:02:00
3,10,4:52:00,5:02:00,6:24:00,12:17:00,17:57:00,18:12:00,4:59:00
3,11,4:49:00,4:59:00,6:22:00,12:17:00,17:59:00,18:14:00,4:55:00
3,12,4:45:00,4:55:00,6:19:00,12:16:00,18:01:00,18:16:00,4:53:00
3,13,4:43:00,4:53:00,6:17:00,12:16:00,18:03:00,18:18:00,4:51:00
3,14,4:41:00,4:51:00,6:15:00,12:16:00,18:04:00,18:19:00,4:48:00
3,15,4:38:00,4:48:00,6:13:00,12:16:00,18:06:00,18:21:00,4:45:00
3,16,4:35:00,4:45:00,6:10:00,12:15:00,18:08:00,18:23:00,4:42:00
3,17,4:32:00,4:42:00,6:08:00,12:15:00,18:10:00,18:25:00,4:41:00
3,18,4:31:00,4:41:00,6:06:00,12:15:00,18:11:00,18:26:00,4:38:00
3,19,4:28:00,4:38:00,6:04:00,12:14:00,18:13:00,18:28:00,4:34:00
3,20,4:24:00,4:34:00,6:01:00,12:14:00,18:15:00,18:30:00,4:32:00
3,21,4:22:00,4:32:00,5:59:00,12:14:00,18:16:00,18:31:00,4:30:00
3,22,4:20:00,4:30:00,5:57:00,12:13:00,18:18:00,18:33:00,4:26:00
3,23,4:16:00,4:26:00,5:54:00,12:13:00,18:20:00,18:35:00,4:24:00
3,24,4:14:00,4:24:00,5:52:00,12:13:00,18:21:00,18:36:00,4:22:00
3,25,4:12:00,4:22:00,5:50:00,12:13:00,18:23:00,18:38:00,4:19:00
3,26,4:09:00,4:19:00,5:48:00,12:12:00,18:25:00,18:40:00,4:16:00
3,27,4:06:00,4:16:00,5:45:00,12:12:00,18:26:00,18:41:00,4:13:00
3,28,4:03:00,4:13:00,5:43:00,12:12:00,18:28:00,18:43:00,4:10:00
3,29,4:00:00,4:10:00,5:41:00,12:11:00,18:30:00,18:45:00,4:08:00
3,30,3:58:00,4:08:00,5:38:00,12:11:00,18:32:00,18:47:00,4:05:00
3,31,3:55:00,4:05:00,5:36:00,12:11:00,18:33:00,18:48:00,4:02:00
4,1,3:52:00,4:02:00,5:34:00,12:10:00,18:35:00,18:50:00,4:00:00
4,2,3:50:00,4:00:00,5:32:00,12:10:00,18:37:00,18:52:00,3:56:00
4,3,3:46:00,3:56:00,5:29:00,12:10:00,18:38:00,18:53:00,3:53:00
4,4,3:43:00,3:53:00,5:27:00,12:10:00,18:40:00,18:55:00,3:51:00
4,5,3:41:00,3:51:00,5:25:00,12:09:00,18:42:00,18:57:00,3:49:00
4,6,3:39:00,3:49:00,5:23:00,12:09:00,18:43:00,18:58:00,3:45:00
4,7,3:35:00,3:45:00,5:20:00,12:09:00,18:45:00,19:00:00,3:43:00
4,8,3:33:00,3:43:00,5:18:00,12:08:00,18:47:00,19:02:00,3:40:00
4,9,3:30:00,3:40:00,5:16:00,12:08:00,18:48:00,19:03:00,3:38:00
4,10,3:28:00,3:38:00,5:14:00,12:08:00,18:50:00,19:05:00,3:36:00
4,11,3:26:00,3:36:00,5:12:00,12:08:00,18:52:00,19:07:00,3:32:00
4,12,3:22:00,3:32:00,5:09:00,12:07:00,18:53:00,19:08:00,3:30:00
4,13,3:20:00,3:30:00,5:07:00,12:07:00,18:55:00,19:10:00,3:27:00
4,14,3:17:00,3:27:00,5:05:00,12:07:00,18:57:00,19:12:00,3:24:00
4,15,3:14:00,3:24:00,5:03:00,12:07:00,18:58:00,19:13:00,3:22:00
4,16,3:12:00,3:22:00,5:01:00,12:06:00,19:00:00,19:15:00,3:20:00
4,17,3:10:00,3:20:00,4:59:00,12:06:00,19:02:00,19:17:00,3:17:00
4,18,3:07:00,3:17:00,4:57:00,12:06:00,19:03:00,19:18:00,3:13:00
4,19,3:03:00,3:13:00,4:54:00,12:06:00,19:05:00,19:20:00,3:11:00
4,20,3:01:00,3:11:00,4:52:00,12:06:00,19:07:00,19:22:00,3:10:00
4,21,3:00:00,3:10:00,4:50:00,12:05:00,19:08:00,19:23:00,3:08:00
4,22,2:58:00,3:08:00,4:48:00,12:05:00,19:10:00,19:25:00,3:06:00
4,23,2:56:00,3:06:00,4:46:00,12:05:00,19:12:00,19:27:00,3:04:00
4,24,2:54:00,3:04:00,4:44:00,12:05:00,19:14:00,19:29:00,3:01:00
4,25,2:51:00,3:01:00,4:42:00,12:05:00,19:15:00,19:30:00,2:59:00
4,26,2:49:00,2:59:00,4:40:00,12:04:00,19:17:00,19:32:00,2:57:00
4,27,2:47:00,2:57:00,4:38:00,12:04:00,19:19:00,19:34:00,2:56:00
4,28,2:46:00,2:56:00,4:36:00,12:04:00,19:20:00,19:35:00,2:53:00
4,29,2:43:00,2:53:00,4:34:00,12:04:00,19:22:00,19:37:00,2:51:00
4,30,2:41:00,2:51:00,4:32:00,12:04:00,19:23:00,19:38:00,2:50:00
5,1,2:40:00,2:50:00,4:31:00,12:04:00,19:25:00,19:40:00,2:48:00
5,2,2:38:00,2:48:00,4:29:00,12:04:00,19:27:00,19:42:00,2:45:00
5,3,2:35:00,2:45:00,4:27:00,12:04:00,19:28:00,19:43:00,2:43:00
5,4,2:33:00,2:43:00,4:25:00,12:04:00,19:30:00,19:45:00,2:41:00
5,5,2:31:00,2:41:00,4:23:00,12:03:00,19:32:00,19:47:00,2:38:00
5,6,2:28:00,2:38:00,4:22:00,12:03:00,19:33:00,19:48:00,2:36:00
5,7,2:26:00,2:36:00,4:20:00,12:03:00,19:35:00,19:50:00,2:34:00
5,8,2:24:00,2:34:00,4:18:00,12:03:00,19:36:00,19:51:00,2:33:00
5,9,2:23:00,2:33:00,4:17:00,12:03:00,19:38:00,19:53:00,2:30:00
5,10,2:20:00,2:30:00,4:15:00,12:03:00,19:40:00,19:55:00,2:27:00
5,11,2:17:00,2:27:00,4:13:00,12:03:00,19:41:00,19:56:00,2:26:00
5,12,2:16:00,2:26:00,4:12:00,12:03:00,19:43:00,19:58:00,2:23:00
5,13,2:13:00,2:23:00,4:10:00,12:03:00,19:44:00,19:59:00,2:21:00
5,14,2:11:00,2:21:00,4:09:00,12:03:00,19:46:00,20:01:00,2:19:00
5,15,2:09:00,2:19:00,4:07:00,12:03:00,19:47:00,20:02:00,2:16:00
5,16,2:06:00,2:16:00,4:06:00,12:03:00,19:49:00,20:04:00,2:14:00
5,17,2:04:00,2:14:00,4:04:00,12:03:00,19:50:00,20:05:00,2:11:00
5,18,2:01:00,2:11:00,4:03:00,12:03:00,19:52:00,20:07:00,2:10:00
5,19,2:00:00,2:10:00,4:02:00,12:03:00,19:53:00,20:08:00,2:06:00
5,20,1:56:00,2:06:00,4:00:00,12:03:00,19:55:00,20:10:00,2:03:00
5,21,1:53:00,2:03:00,3:59:00,12:03:00,19:56:00,20:11:00,2:01:00
5,22,1:51:00,2:01:00,3:58:00,12:03:00,19:57:00,20:12:00,1:58:00
5,23,1:48:00,1:58:00,3:57:00,12:04:00,19:59:00,20:14:00,1:55:00
5,24,1:45:00,1:55:00,3:55:00,12:04:00,20:00:00,20:15:00,1:53:00
5,25,1:43:00,1:53:00,3:54:00,12:04:00,20:01:00,20:16:00,1:51:00
5,26,1:41:00,1:51:00,3:53:00,12:04:00,20:03:00,20:18:00,1:49:00
5,27,1:39:00,1:49:00,3:52:00,12:04:00,20:04:00,20:19:00,1:48:00
5,28,1:38:00,1:48:00,3:51:00,12:04:00,20:05:00,20:20:00,1:46:00
5,29,1:36:00,1:46:00,3:50:00,12:04:00,20:06:00,20:21:00,1:44:00
5,30,1:34:00,1:44:00,3:50:00,12:04:00,20:07:00,20:22:00,1:42:00
5,31,1:32:00,1:42:00,3:49:00,12:05:00,20:08:00,20:23:00,1:40:00
6,1,1:30:00,1:40:00,3:48:00,12:05:00,20:10:00,20:25:00,1:39:00
6,2,1:29:00,1:39:00,3:47:00,12:05:00,20:11:00,20:26:00,1:38:00
6,3,1:28:00,1:38:00,3:47:00,12:05:00,20:12:00,20:27:00,1:36:00
6,4,1:26:00,1:36:00,3:46:00,12:05:00,20:13:00,20:28:00,1:33:00
6,5,1:23:00,1:33:00,3:45:00,12:05:00,20:14:00,20:29:00,1:33:00
6,6,1:23:00,1:33:00,3:45:00,12:06:00,20:14:00,20:29:00,1:30:00
6,7,1:20:00,1:30:00,3:44:00,12:06:00,20:15:00,20:30:00,1:30:00
6,8,1:20:00,1:30:00,3:44:00,12:06:00,20:16:00,20:31:00,1:29:00
6,9,1:19:00,1:29:00,3:43:00,12:06:00,20:17:00,20:32:00,1:29:00
6,10,1:19:00,1:29:00,3:43:00,12:06:00,20:18:00,20:33:00,1:29:00
6,11,1:19:00,1:29:00,3:43:00,12:07:00,20:18:00,20:33:00,1:29:00
6,12,1:19:00,1:29:00,3:43:00,12:07:00,20:19:00,20:34:00,1:29:00
6,13,1:19:00,1:29:00,3:42:00,12:07:00,20:20:00,20:35:00,1:29:00
6,14,1:19:00,1:29:00,3:42:00,12:07:00,20:20:00,20:35:00,1:29:00
6,15,1:19:00,1:29:00,3:42:00,12:07:00,20:21:00,20:36:00,1:29:00
6,16,1:19:00,1:29:00,3:42:00,12:08:00,20:21:00,20:36:00,1:29:00
6,17,1:19:00,1:29:00,3:42:00,12:08:00,20:21:00,20:36:00,1:29:00
6,18,1:19:00,1:29:00,3:42:00,12:08:00,20:22:00,20:37:00,1:29:00
6,19,1:19:00,1:29:00,3:42:00,12:08:00,20:22:00,20:37:00,1:29:00
6,20,1:19:00,1:29:00,3:42:00,12:08:00,20:22:00,20:37:00,1:29:00
6,21,1:19:00,1:29:00,3:43:00,12:09:00,20:23:00,20:38:00,1:29:00
6,22,1:19:00,1:29:00,3:43:00,12:09:00,20:23:00,20:38:00,1:29:00
6,23,1:19:00,1:29:00,3:43:00,12:09:00,20:23:00,20:38:00,1:30:00
6,24,1:20:00,1:30:00,3:44:00,12:09:00,20:23:00,20:38:00,1:29:00
6,25,1:19:00,1:29:00,3:44:00,12:10:00,20:23:00,20:38:00,1:31:00
6,26,1:21:00,1:31:00,3:45:00,12:10:00,20:23:00,20:38:00,1:30:00
6,27,1:20:00,1:30:00,3:45:00,12:10:00,20:23:00,20:38:00,1:31:00
6,28,1:21:00,1:31:00,3:46:00,12:10:00,20:22:00,20:37:00,1:30:00
6,29,1:20:00,1:30:00,3:46:00,12:10:00,20:22:00,20:37:00,1:31:00
6,30,1:21:00,1:31:00,3:47:00,12:11:00,20:22:00,20:37:00,1:32:00
7,1,1:22:00,1:32:00,3:48:00,12:11:00,20:22:00,20:37:00,1:31:00
7,2,1:21:00,1:31:00,3:48:00,12:11:00,20:21:00,20:36:00,1:32:00
7,3,1:22:00,1:32:00,3:49:00,12:11:00,20:21:00,20:36:00,1:33:00
7,4,1:23:00,1:33:00,3:50:00,12:11:00,20:20:00,20:35:00,1:34:00
7,5,1:24:00,1:34:00,3:51:00,12:11:00,20:20:00,20:35:00,1:36:00
7,6,1:26:00,1:36:00,3:52:00,12:12:00,20:19:00,20:34:00,1:37:00
7,7,1:27:00,1:37:00,3:53:00,12:12:00,20:19:00,20:34:00,1:38:00
7,8,1:28:00,1:38:00,3:54:00,12:12:00,20:18:00,20:33:00,1:39:00
7,9,1:29:00,1:39:00,3:55:00,12:12:00,20:17:00,20:32:00,1:40:00
7,10,1:30:00,1:40:00,3:56:00,12:12:00,20:16:00,20:31:00,1:41:00
7,11,1:31:00,1:41:00,3:57:00,12:12:00,20:16:00,20:31:00,1:43:00
7,12,1:33:00,1:43:00,3:58:00,12:13:00,20:15:00,20:30:00,1:44:00
7,13,1:34:00,1:44:00,3:59:00,12:13:00,20:14:00,20:29:00,1:46:00
7,14,1:36:00,1:46:00,4:00:00,12:13:00,20:13:00,20:28:00,1:48:00
7,15,1:38:00,1:48:00,4:01:00,12:13:00,20:12:00,20:27:00,1:49:00
7,16,1:39:00,1:49:00,4:02:00,12:13:00,20:11:00,20:26:00,1:51:00
7,17,1:41:00,1:51:00,4:04:00,12:13:00,20:10:00,20:25:00,1:53:00
7,18,1:43:00,1:53:00,4:05:00,12:13:00,20:09:00,20:24:00,1:54:00
7,19,1:44:00,1:54:00,4:06:00,12:13:00,20:07:00,20:22:00,1:57:00
7,20,1:47:00,1:57:00,4:08:00,12:13:00,20:06:00,20:21:00,1:59:00
7,21,1:49:00,1:59:00,4:09:00,12:13:00,20:05:00,20:20:00,2:01:00
7,22,1:51:00,2:01:00,4:10:00,12:13:00,20:04:00,20:19:00,2:04:00
7,23,1:54:00,2:04:00,4:12:00,12:13:00,20:02:00,20:17:00,2:05:00
7,24,1:55:00,2:05:00,4:13:00,12:13:00,20:01:00,20:16:00,2:08:00
7,25,1:58:00,2:08:00,4:14:00,12:13:00,19:59:00,20:14:00,2:10:00
7,26,2:00:00,2:10:00,4:16:00,12:13:00,19:58:00,20:13:00,2:12:00
7,27,2:02:00,2:12:00,4:17:00,12:13:00,19:57:00,20:12:00,2:15:00
7,28,2:05:00,2:15:00,4:19:00,12:13:00,19:55:00,20:10:00,2:17:00
7,29,2:07:00,2:17:00,4:20:00,12:13:00,19:53:00,20:08:00,2:19:00
7,30,2:09:00,2:19:00,4:22:00,12:13:00,19:52:00,20:07:00,2:22:00
7,31,2:12:00,2:22:00,4:23:00,12:13:00,19:50:00,20:05:00,2:25:00
8,1,2:15:00,2:25:00,4:25:00,12:13:00,19:49:00,20:04:00,2:28:00
8,2,2:18:00,2:28:00,4:26:00,12:13:00,19:47:00,20:02:00,2:31:00
8,3,2:21:00,2:31:00,4:28:00,12:13:00,19:45:00,20:00:00,2:32:00
8,4,2:22:00,2:32:00,4:29:00,12:13:00,19:44:00,19:59:00,2:35:00
8,5,2:25:00,2:35:00,4:31:00,12:13:00,19:42:00,19:57:00,2:37:00
8,6,2:27:00,2:37:00,4:32:00,12:13:00,19:40:00,19:55:00,2:40:00
8,7,2:30:00,2:40:00,4:34:00,12:12:00,19:38:00,19:53:00,2:41:00
8,8,2:31:00,2:41:00,4:35:00,12:12:00,19:36:00,19:51:00,2:44:00
8,9,2:34:00,2:44:00,4:37:00,12:12:00,19:34:00,19:49:00,2:47:00
8,10,2:37:00,2:47:00,4:39:00,12:12:00,19:33:00,19:48:00,2:48:00
8,11,2:38:00,2:48:00,4:40:00,12:12:00,19:31:00,19:46:00,2:51:00
8,12,2:41:00,2:51:00,4:42:00,12:12:00,19:29:00,19:44:00,2:53:00
8,13,2:43:00,2:53:00,4:43:00,12:12:00,19:27:00,19:42:00,2:56:00
8,14,2:46:00,2:56:00,4:45:00,12:11:00,19:25:00,19:40:00,2:57:00
8,15,2:47:00,2:57:00,4:46:00,12:11:00,19:23:00,19:38:00,3:00:00
8,16,2:50:00,3:00:00,4:48:00,12:11:00,19:21:00,19:36:00,3:03:00
8,17,2:53:00,3:03:00,4:50:00,12:11:00,19:19:00,19:34:00,3:04:00
8,18,2:54:00,3:04:00,4:51:00,12:11:00,19:17:00,19:32:00,3:07:00
8,19,2:57:00,3:07:00,4:53:00,12:10:00,19:15:00,19:30:00,3:09:00
8,20,2:59:00,3:09:00,4:54:00,12:10:00,19:13:00,19:28:00,3:11:00
8,21,3:01:00,3:11:00,4:56:00,12:10:00,19:10:00,19:25:00,3:15:00
8,22,3:05:00,3:15:00,4:58:00,12:10:00,19:08:00,19:23:00,3:16:00
8,23,3:06:00,3:16:00,4:59:00,12:09:00,19:06:00,19:21:00,3:18:00
8,24,3:08:00,3:18:00,5:01:00,12:09:00,19:04:00,19:19:00,3:21:00
8,25,3:11:00,3:21:00,5:02:00,12:09:00,19:02:00,19:17:00,3:23:00
8,26,3:13:00,3:23:00,5:04:00,12:08:00,19:00:00,19:15:00,3:26:00
8,27,3:16:00,3:26:00,5:06:00,12:08:00,18:58:00,19:13:00,3:28:00
8,28,3:18:00,3:28:00,5:07:00,12:08:00,18:55:00,19:10:00,3:30:00
8,29,3:20:00,3:30:00,5:09:00,12:08:00,18:53:00,19:08:00,3:31:00
8,30,3:21:00,3:31:00,5:10:00,12:07:00,18:51:00,19:06:00,3:34:00
8,31,3:24:00,3:34:00,5:12:00,12:07:00,18:49:00,19:04:00,3:34:00
9,1,3:24:00,3:34:00,5:13:00,12:07:00,18:46:00,19:01:00,3:36:00
9,2,3:26:00,3:36:00,5:15:00,12:06:00,18:44:00,18:59:00,3:40:00
9,3,3:30:00,3:40:00,5:17:00,12:06:00,18:42:00,18:57:00,3:41:00
9,4,3:31:00,3:41:00,5:18:00,12:06:00,18:40:00,18:55:00,3:43:00
9,5,3:33:00,3:43:00,5:20:00,12:05:00,18:37:00,18:52:00,3:45:00
9,6,3:35:00,3:45:00,5:21:00,12:05:00,18:35:00,18:50:00,3:47:00
9,7,3:37:00,3:47:00,5:23:00,12:05:00,18:33:00,18:48:00,3:49:00
9,8,3:39:00,3:49:00,5:25:00,12:04:00,18:31:00,18:46:00,3:51:00
9,9,3:41:00,3:51:00,5:26:00,12:04:00,18:28:00,18:43:00,3:53:00
9,10,3:43:00,3:53:00,5:28:00,12:04:00,18:26:00,18:41:00,3:54:00
9,11,3:44:00,3:54:00,5:29:00,12:03:00,18:24:00,18:39:00,3:57:00
9,12,3:47:00,3:57:00,5:31:00,12:03:00,18:21:00,18:36:00,3:59:00
9,13,3:49:00,3:59:00,5:33:00,12:03:00,18:19:00,18:34:00,4:00:00
9,14,3:50:00,4:00:00,5:34:00,12:02:00,18:17:00,18:32:00,4:03:00
9,15,3:53:00,4:03:00,5:36:00,12:02:00,18:14:00,18:29:00,4:04:00
9,16,3:54:00,4:04:00,5:37:00,12:01:00,18:12:00,18:27:00,4:07:00
9,17,3:57:00,4:07:00,5:39:00,12:01:00,18:10:00,18:25:00,4:10:00
9,18,4:00:00,4:10:00,5:41:00,12:01:00,18:07:00,18:22:00,4:11:00
9,19,4:01:00,4:11:00,5:42:00,12:00:00,18:05:00,18:20:00,4:13:00
9,20,4:03:00,4:13:00,5:44:00,12:00:00,18:03:00,18:18:00,4:15:00
9,21,4:05:00,4:15:00,5:45:00,12:00:00,18:00:00,18:15:00,4:17:00
9,22,4:07:00,4:17:00,5:47:00,11:59:00,17:58:00,18:13:00,4:19:00
9,23,4:09:00,4:19:00,5:49:00,11:59:00,17:56:00,18:11:00,4:21:00
9,24,4:11:00,4:21:00,5:50:00,11:59:00,17:54:00,18:09:00,4:22:00
9,25,4:12:00,4:22:00,5:52:00,11:58:00,17:51:00,18:06:00,4:23:00
9,26,4:13:00,4:23:00,5:53:00,11:58:00,17:49:00,18:04:00,4:26:00
9,27,4:16:00,4:26:00,5:55:00,11:58:00,17:47:00,18:02:00,4:28:00
9,28,4:18:00,4:28:00,5:57:00,11:57:00,17:44:00,17:59:00,4:29:00
9,29,4:19:00,4:29:00,5:58:00,11:57:00,17:42:00,17:57:00,4:32:00
9,30,4:22:00,4:32:00,6:00:00,11:57:00,17:40:00,17:55:00,4:34:00
10,1,4:24:00,4:34:00,6:02:00,11:56:00,17:37:00,17:52:00,4:35:00
10,2,4:25:00,4:35:00,6:03:00,11:56:00,17:35:00,17:50:00,4:37:00
10,3,4:27:00,4:37:00,6:05:00,11:56:00,17:33:00,17:48:00,4:39:00
10,4,4:29:00,4:39:00,6:06:00,11:55:00,17:31:00,17:46:00,4:41:00
10,5,4:31:00,4:41:00,6:08:00,11:55:00,17:28:00,17:43:00,4:42:00
10,6,4:32:00,4:42:00,6:10:00,11:55:00,17:26:00,17:41:00,4:44:00
10,7,4:34:00,4:44:00,6:11:00,11:54:00,17:24:00,17:39:00,4:46:00
10,8,4:36:00,4:46:00,6:13:00,11:54:00,17:22:00,17:37:00,4:48:00
10,9,4:38:00,4:48:00,6:15:00,11:54:00,17:19:00,17:34:00,4:49:00
10,10,4:39:00,4:49:00,6:16:00,11:54:00,17:17:00,17:32:00,4:52:00
10,11,4:42:00,4:52:00,6:18:00,11:53:00,17:15:00,17:30:00,4:53:00
10,12,4:43:00,4:53:00,6:20:00,11:53:00,17:13:00,17:28:00,4:54:00
10,13,4:44:00,4:54:00,6:21:00,11:53:00,17:11:00,17:26:00,4:56:00
10,14,4:46:00,4:56:00,6:23:00,11:53:00,17:08:00,17:23:00,4:58:00
10,15,4:48:00,4:58:00,6:25:00,11:52:00,17:06:00,17:21:00,5:01:00
10,16,4:51:00,5:01:00,6:27:00,11:52:00,17:04:00,17:19:00,5:01:00
10,17,4:51:00,5:01:00,6:28:00,11:52:00,17:02:00,17:17:00,5:03:00
10,18,4:53:00,5:03:00,6:30:00,11:52:00,17:00:00,17:15:00,5:05:00
10,19,4:55:00,5:05:00,6:32:00,11:52:00,16:58:00,17:13:00,5:07:00
10,20,4:57:00,5:07:00,6:33:00,11:51:00,16:56:00,17:11:00,5:09:00
10,21,4:59:00,5:09:00,6:35:00,11:51:00,16:54:00,17:09:00,5:10:00
10,22,5:00:00,5:10:00,6:37:00,11:51:00,16:52:00,17:07:00,5:12:00
10,23,5:02:00,5:12:00,6:39:00,11:51:00,16:50:00,17:05:00,5:13:00
10,24,5:03:00,5:13:00,6:40:00,11:51:00,16:48:00,17:03:00,5:15:00
10,25,5:05:00,5:15:00,6:42:00,11:51:00,16:46:00,17:01:00,5:18:00
10,26,5:08:00,5:18:00,6:44:00,11:51:00,16:44:00,16:59:00,5:20:00
10,27,5:10:00,5:20:00,6:46:00,11:51:00,16:42:00,16:57:00,5:20:00
10,28,5:10:00,5:20:00,6:47:00,11:51:00,16:40:00,16:55:00,5:22:00
